payment_id,vehicle_id,customer_id,payment_date,payment_method,amount,payment_status,transaction_reference,created_at
11575,11052,1442,2025-04-21,Loan,1010413.42,COMPLETED,TXN-907933816,2026-08-14 11:46:26
11576,8629,2215,2023-06-29,Debit Card,1594515.62,COMPLETED,TXN-636144712,2026-08-14 11:46:26
11577,13779,2659,2021-05-22,Loan,1387876.23,FAILED,TXN-970590257,2026-08-14 11:46:26
11578,16374,8552,2020-04-21,Credit Card,766431.02,COMPLETED,TXN-233782772,2026-08-14 11:46:26
11579,9852,9511,2020-11-28,Loan,1248177.07,FAILED,TXN-353667061,2026-08-14 11:46:26
11580,17799,4155,2020-04-27,UPI,509347.02,COMPLETED,TXN-863111949,2026-08-14 11:46:26
11581,19170,4329,2021-08-30,Bank Transfer,253187.7,FAILED,TXN-512335247,2026-08-14 11:46:26
11582,9927,5475,2024-06-20,UPI,670812.85,COMPLETED,TXN-199107852,2026-08-14 11:46:26
11583,11067,978,2025-01-13,UPI,576565.25,COMPLETED,TXN-788534645,2026-08-14 11:46:26
11584,11431,8590,2020-05-15,UPI,295833.37,COMPLETED,TXN-692807913,2026-08-14 11:46:26
11585,9008,9208,2023-07-29,Bank Transfer,315068.57,PENDING,TXN-334244499,2026-08-14 11:46:26
11586,7245,8140,2025-04-23,UPI,718488.98,FAILED,TXN-812496344,2026-08-14 11:46:26
11587,16605,5812,2025-05-24,Loan,1465918.44,COMPLETED,TXN-474860898,2026-08-14 11:46:26
11588,5205,610,2020-01-20,UPI,585200.17,COMPLETED,TXN-696534904,2026-08-14 11:46:26
11589,17003,1636,2021-11-16,Loan,538537.61,FAILED,TXN-980355338,2026-08-14 11:46:26
11590,12379,7908,2020-10-18,Debit Card,220695.36,COMPLETED,TXN-603143283,2026-08-14 11:46:26
11591,1772,8853,2024-08-04,Debit Card,1206052.58,COMPLETED,TXN-272849804,2026-08-14 11:46:26
11592,719,4657,2021-03-30,Bank Transfer,2225595.76,COMPLETED,TXN-606019358,2026-08-14 11:46:26
11593,15970,9814,2023-04-10,UPI,274843.62,PENDING,TXN-297234511,2026-08-14 11:46:26
11594,15458,2080,2021-10-07,Loan,705106.57,COMPLETED,TXN-825757319,2026-08-14 11:46:26
11595,17621,6794,2020-05-06,Debit Card,407591.65,FAILED,TXN-593914701,2026-08-14 11:46:26
11596,3663,4960,2023-06-12,Loan,1380540.23,COMPLETED,TXN-315449566,2026-08-14 11:46:26
11597,74,1886,2023-01-08,UPI,485467.68,FAILED,TXN-306713003,2026-08-14 11:46:26
11598,18560,5054,2026-04-03,Credit Card,757200.98,FAILED,TXN-556962082,2026-08-14 11:46:26
11599,14433,4052,2023-07-03,Debit Card,524381.96,COMPLETED,TXN-948626641,2026-08-14 11:46:26
11600,3147,6943,2024-06-07,UPI,2082919.24,COMPLETED,TXN-635931741,2026-08-14 11:46:26
11601,6778,5527,2020-08-27,UPI,649602.37,COMPLETED,TXN-103227338,2026-08-14 11:46:26
11602,3073,9347,2025-03-18,Loan,119481.63,FAILED,TXN-801175328,2026-08-14 11:46:26
11603,10338,7035,2025-05-17,Debit Card,2180044.0,COMPLETED,TXN-809174595,2026-08-14 11:46:26
11604,12103,8249,2025-12-31,Debit Card,1207927.2,COMPLETED,TXN-889923569,2026-08-14 11:46:26
11605,5558,2143,2021-08-04,Bank Transfer,778686.8,COMPLETED,TXN-754755921,2026-08-14 11:46:26
11606,16534,987,2023-08-18,Bank Transfer,668272.19,PENDING,TXN-745321973,2026-08-14 11:46:26
11607,18630,6375,2020-08-27,Debit Card,1756181.6,COMPLETED,TXN-836891492,2026-08-14 11:46:26
11608,13329,8979,2022-12-21,Debit Card,205187.45,PENDING,TXN-192286281,2026-08-14 11:46:26
11609,16197,2983,2020-11-20,Debit Card,1734281.31,PENDING,TXN-902475118,2026-08-14 11:46:26
11610,10707,8115,2026-03-26,Debit Card,788998.09,FAILED,TXN-717020076,2026-08-14 11:46:26
11611,4774,6782,2023-10-18,UPI,264796.75,FAILED,TXN-871122782,2026-08-14 11:46:26
11612,11570,4523,2025-12-23,Loan,908953.49,FAILED,TXN-198018379,2026-08-14 11:46:26
11613,8191,9764,2025-09-03,UPI,559985.35,COMPLETED,TXN-380306185,2026-08-14 11:46:26
11614,16192,3436,2020-06-03,Debit Card,829345.75,COMPLETED,TXN-217039251,2026-08-14 11:46:26
11615,12006,9993,2020-02-06,Credit Card,1762963.46,FAILED,TXN-490919513,2026-08-14 11:46:26
11616,10111,7538,2023-10-09,Credit Card,1951707.09,COMPLETED,TXN-901225614,2026-08-14 11:46:26
11617,17067,1329,2022-03-26,Loan,388949.66,COMPLETED,TXN-311260775,2026-08-14 11:46:26
11618,8473,8671,2022-07-27,Credit Card,480081.03,COMPLETED,TXN-732312671,2026-08-14 11:46:26
11619,504,885,2023-11-20,Bank Transfer,1152080.59,COMPLETED,TXN-937620034,2026-08-14 11:46:26
11620,18532,1455,2026-07-31,Bank Transfer,825032.46,COMPLETED,TXN-639902138,2026-08-14 11:46:26
11621,13404,1414,2020-12-01,Bank Transfer,934668.93,PENDING,TXN-808595798,2026-08-14 11:46:26
11622,1783,9180,2024-10-07,UPI,1423372.21,COMPLETED,TXN-643816345,2026-08-14 11:46:26
11623,78,9096,2025-01-24,Credit Card,164836.77,COMPLETED,TXN-471310516,2026-08-14 11:46:26
11624,543,7186,2021-12-24,Loan,878587.73,FAILED,TXN-478840864,2026-08-14 11:46:26
11625,10965,5508,2025-10-24,Loan,326937.49,COMPLETED,TXN-694848099,2026-08-14 11:46:26
11626,13780,1974,2026-01-20,UPI,298200.42,COMPLETED,TXN-402519446,2026-08-14 11:46:26
11627,2320,7243,2024-06-13,Bank Transfer,414713.51,COMPLETED,TXN-804644424,2026-08-14 11:46:26
11628,261,8755,2023-11-14,UPI,1208962.88,COMPLETED,TXN-718463104,2026-08-14 11:46:26
11629,4179,8993,2020-10-22,UPI,846693.83,FAILED,TXN-460491460,2026-08-14 11:46:26
11630,16652,8831,2022-06-01,Loan,236800.73,PENDING,TXN-791836274,2026-08-14 11:46:26
11631,8840,968,2024-04-19,Loan,659886.05,PENDING,TXN-582340616,2026-08-14 11:46:26
11632,2365,9119,2020-06-16,Credit Card,569815.24,COMPLETED,TXN-883715472,2026-08-14 11:46:26
11633,15759,3833,2023-06-14,Loan,1256582.07,COMPLETED,TXN-286891963,2026-08-14 11:46:26
11634,10621,4831,2024-01-08,Bank Transfer,663533.44,FAILED,TXN-697505849,2026-08-14 11:46:26
11635,7533,2829,2020-02-14,Bank Transfer,176815.47,COMPLETED,TXN-367904472,2026-08-14 11:46:26
11636,14368,8673,2022-10-26,Bank Transfer,1705575.58,COMPLETED,TXN-985604581,2026-08-14 11:46:26
11637,4792,4792,2022-09-04,Debit Card,813956.45,COMPLETED,TXN-265996403,2026-08-14 11:46:26
11638,2292,601,2021-02-26,Loan,874646.93,COMPLETED,TXN-442731939,2026-08-14 11:46:26
11639,9728,1014,2023-09-23,Bank Transfer,1000515.0,COMPLETED,TXN-746469709,2026-08-14 11:46:26
11640,1182,6047,2023-10-24,Bank Transfer,422106.84,COMPLETED,TXN-451226191,2026-08-14 11:46:26
11641,13818,6494,2021-05-01,Credit Card,1539363.71,COMPLETED,TXN-134020208,2026-08-14 11:46:26
11642,5904,9329,2022-10-04,Bank Transfer,305415.24,COMPLETED,TXN-337315415,2026-08-14 11:46:26
11643,1070,7133,2024-08-05,Credit Card,443455.55,COMPLETED,TXN-597911089,2026-08-14 11:46:26
11644,17682,2846,2024-12-18,Bank Transfer,769625.73,COMPLETED,TXN-967714006,2026-08-14 11:46:26
11645,8636,5335,2022-10-08,UPI,1540357.7,COMPLETED,TXN-623085343,2026-08-14 11:46:26
11646,1660,7225,2020-10-04,Loan,662640.72,FAILED,TXN-682857513,2026-08-14 11:46:26
11647,6244,9348,2023-05-10,Bank Transfer,376617.25,COMPLETED,TXN-827121799,2026-08-14 11:46:26
11648,4137,1222,2023-08-02,Credit Card,1523272.29,PENDING,TXN-963399210,2026-08-14 11:46:26
11649,16401,7936,2025-04-28,UPI,256000.08,PENDING,TXN-420521789,2026-08-14 11:46:26
11650,5352,5325,2020-11-03,Loan,1508835.46,FAILED,TXN-291334015,2026-08-14 11:46:26
11651,1713,1781,2020-01-04,Debit Card,402696.4,COMPLETED,TXN-508299033,2026-08-14 11:46:26
11652,17046,7104,2022-03-04,UPI,432148.19,COMPLETED,TXN-672832492,2026-08-14 11:46:26
11653,2789,645,2021-03-05,UPI,1167728.9,COMPLETED,TXN-958314654,2026-08-14 11:46:26
11654,16276,611,2026-06-14,UPI,546572.67,PENDING,TXN-659231989,2026-08-14 11:46:26
11655,9930,2329,2023-05-05,Loan,646465.03,COMPLETED,TXN-176303207,2026-08-14 11:46:26
11656,9582,6261,2021-08-28,UPI,410372.97,COMPLETED,TXN-793931582,2026-08-14 11:46:26
11657,19103,1896,2023-04-05,Debit Card,710211.9,PENDING,TXN-602984742,2026-08-14 11:46:26
11658,19937,863,2021-08-18,Bank Transfer,736821.74,FAILED,TXN-394785909,2026-08-14 11:46:26
11659,595,4174,2026-04-17,Debit Card,637567.11,COMPLETED,TXN-912279245,2026-08-14 11:46:26
11660,565,4397,2025-06-11,UPI,633194.68,FAILED,TXN-999988317,2026-08-14 11:46:26
11661,11006,4999,2025-12-01,Debit Card,801665.98,PENDING,TXN-912998320,2026-08-14 11:46:26
11662,9517,6740,2023-09-20,Debit Card,952107.03,COMPLETED,TXN-215204953,2026-08-14 11:46:26
11663,12117,5143,2020-09-17,Debit Card,217167.21,COMPLETED,TXN-842527689,2026-08-14 11:46:26
11664,11489,70,2022-08-14,Loan,951290.95,COMPLETED,TXN-962488948,2026-08-14 11:46:26
11665,10046,2093,2024-08-01,Bank Transfer,683597.64,PENDING,TXN-494792608,2026-08-14 11:46:26
11666,5761,612,2024-12-09,Debit Card,753043.6,COMPLETED,TXN-662122115,2026-08-14 11:46:26
11667,12317,5010,2026-03-23,UPI,1221191.9,PENDING,TXN-566563851,2026-08-14 11:46:26
11668,5920,699,2024-09-20,UPI,1666391.3,PENDING,TXN-773936161,2026-08-14 11:46:26
11669,2905,6807,2025-05-25,Bank Transfer,1104064.91,COMPLETED,TXN-122187509,2026-08-14 11:46:26
11670,18534,5884,2021-01-30,Bank Transfer,1319757.2,PENDING,TXN-359697576,2026-08-14 11:46:26
11671,396,9036,2023-04-20,Loan,752851.49,COMPLETED,TXN-418088013,2026-08-14 11:46:26
11672,7279,6581,2023-10-04,UPI,1438990.5,FAILED,TXN-512956076,2026-08-14 11:46:26
11673,14889,5490,2022-07-04,Loan,1771291.57,COMPLETED,TXN-332834376,2026-08-14 11:46:26
11674,809,1543,2024-07-10,Bank Transfer,885926.26,PENDING,TXN-776757696,2026-08-14 11:46:26
11675,2809,1316,2022-12-01,Bank Transfer,1704105.88,PENDING,TXN-910837188,2026-08-14 11:46:26
11676,1822,846,2020-05-25,UPI,1021493.9,FAILED,TXN-799844098,2026-08-14 11:46:26
11677,10724,9287,2024-11-08,Loan,225224.66,COMPLETED,TXN-744322693,2026-08-14 11:46:26
11678,5597,4830,2022-07-11,Debit Card,374128.18,PENDING,TXN-921632316,2026-08-14 11:46:26
11679,18299,8911,2023-06-28,Debit Card,637577.73,COMPLETED,TXN-468254628,2026-08-14 11:46:26
11680,10271,3053,2022-09-21,Loan,144883.63,COMPLETED,TXN-204048564,2026-08-14 11:46:26
11681,13094,6146,2022-10-16,Bank Transfer,459984.91,FAILED,TXN-734643670,2026-08-14 11:46:26
11682,13862,2710,2025-08-29,Bank Transfer,1995182.03,FAILED,TXN-583590188,2026-08-14 11:46:26
11683,4861,9659,2026-04-06,UPI,1074388.28,COMPLETED,TXN-723569672,2026-08-14 11:46:26
11684,15871,877,2022-08-20,Debit Card,696025.02,PENDING,TXN-867952600,2026-08-14 11:46:26
11685,12660,4207,2025-12-23,Debit Card,1009680.19,COMPLETED,TXN-186468341,2026-08-14 11:46:26
11686,16996,4921,2020-02-15,Bank Transfer,671440.88,COMPLETED,TXN-987061846,2026-08-14 11:46:26
11687,18201,421,2021-05-02,Debit Card,666785.84,COMPLETED,TXN-311604742,2026-08-14 11:46:26
11688,7064,3312,2020-07-02,Debit Card,747427.8,PENDING,TXN-320945226,2026-08-14 11:46:26
11689,16555,5916,2024-08-17,Loan,555678.7,COMPLETED,TXN-235579587,2026-08-14 11:46:26
11690,9514,8046,2021-10-22,Loan,859824.44,COMPLETED,TXN-624204024,2026-08-14 11:46:26
11691,10229,6826,2022-08-27,Debit Card,270067.14,COMPLETED,TXN-252610218,2026-08-14 11:46:26
11692,3539,2600,2021-01-17,Credit Card,1448648.44,COMPLETED,TXN-660230909,2026-08-14 11:46:26
11693,7940,8311,2020-12-17,Debit Card,651109.71,PENDING,TXN-444503371,2026-08-14 11:46:26
11694,11941,1350,2022-08-06,Bank Transfer,1214951.71,COMPLETED,TXN-269792102,2026-08-14 11:46:26
11695,18422,2457,2026-04-11,UPI,260523.88,PENDING,TXN-848024127,2026-08-14 11:46:26
11696,10874,2798,2022-03-23,Bank Transfer,586246.41,COMPLETED,TXN-293657229,2026-08-14 11:46:26
11697,11424,4158,2023-05-28,Credit Card,1506539.06,FAILED,TXN-866382022,2026-08-14 11:46:26
11698,18744,3024,2025-01-29,Bank Transfer,501375.94,COMPLETED,TXN-176652680,2026-08-14 11:46:26
11699,15510,5872,2022-01-16,Debit Card,976603.37,COMPLETED,TXN-131279199,2026-08-14 11:46:26
11700,16131,5644,2021-09-07,Loan,1116672.73,COMPLETED,TXN-154382654,2026-08-14 11:46:26
11701,1562,2196,2023-02-27,Credit Card,1252849.04,COMPLETED,TXN-891355239,2026-08-14 11:46:26
11702,3802,1235,2020-12-18,Credit Card,227184.88,COMPLETED,TXN-620670906,2026-08-14 11:46:26
11703,18184,840,2023-01-28,Bank Transfer,1053539.5,FAILED,TXN-234557606,2026-08-14 11:46:26
11704,13493,5599,2026-04-23,UPI,534101.67,FAILED,TXN-902194608,2026-08-14 11:46:26
11705,14514,8691,2020-06-23,Loan,364372.76,PENDING,TXN-688873753,2026-08-14 11:46:26
11706,16188,5593,2025-02-11,Bank Transfer,519592.84,COMPLETED,TXN-785957750,2026-08-14 11:46:26
11707,1527,6476,2020-07-09,UPI,487897.34,FAILED,TXN-612579030,2026-08-14 11:46:26
11708,11440,187,2020-07-11,Credit Card,1999013.98,COMPLETED,TXN-975280983,2026-08-14 11:46:26
11709,8373,1940,2020-07-17,Bank Transfer,222626.4,COMPLETED,TXN-129541632,2026-08-14 11:46:26
11710,2318,9075,2020-03-19,UPI,578378.38,FAILED,TXN-446090352,2026-08-14 11:46:26
11711,13670,9905,2025-06-06,Loan,359654.14,PENDING,TXN-389848686,2026-08-14 11:46:26
11712,12090,2465,2026-07-18,Debit Card,1320194.3,COMPLETED,TXN-571894242,2026-08-14 11:46:26
11713,8874,8352,2021-08-09,Credit Card,188651.06,FAILED,TXN-182542690,2026-08-14 11:46:26
11714,18100,3245,2025-10-21,Debit Card,354261.31,PENDING,TXN-594007774,2026-08-14 11:46:26
11715,1927,2196,2022-08-17,Debit Card,1682851.63,COMPLETED,TXN-615577828,2026-08-14 11:46:26
11716,10545,9458,2021-05-11,Credit Card,770416.21,FAILED,TXN-504246796,2026-08-14 11:46:26
11717,3667,417,2021-01-24,Loan,221061.14,FAILED,TXN-136285924,2026-08-14 11:46:26
11718,11853,1657,2020-04-04,Loan,234885.4,FAILED,TXN-973899312,2026-08-14 11:46:26
11719,8336,5659,2020-10-21,Debit Card,1214362.47,FAILED,TXN-121886754,2026-08-14 11:46:26
11720,5818,2326,2023-08-26,Loan,1190795.35,PENDING,TXN-129987771,2026-08-14 11:46:26
11721,2924,5657,2020-03-28,Debit Card,1657547.54,COMPLETED,TXN-107780443,2026-08-14 11:46:26
11722,2792,6584,2022-10-20,Loan,777788.59,FAILED,TXN-932941074,2026-08-14 11:46:26
11723,96,5484,2020-12-01,UPI,76524.98,COMPLETED,TXN-852570218,2026-08-14 11:46:26
11724,2206,8064,2023-05-10,Loan,842440.14,PENDING,TXN-231739370,2026-08-14 11:46:26
11725,13037,5213,2022-03-16,UPI,503269.04,COMPLETED,TXN-662782044,2026-08-14 11:46:26
11726,12146,1018,2026-02-08,Loan,388942.52,COMPLETED,TXN-869957879,2026-08-14 11:46:26
11727,19125,5623,2020-01-08,Loan,1659549.04,COMPLETED,TXN-561268613,2026-08-14 11:46:26
11728,9774,2255,2020-11-26,Credit Card,2122579.64,COMPLETED,TXN-959486468,2026-08-14 11:46:26
11729,18483,4596,2026-04-11,Loan,185265.44,FAILED,TXN-310445748,2026-08-14 11:46:26
11730,5832,7607,2022-05-30,UPI,465348.74,COMPLETED,TXN-959866464,2026-08-14 11:46:26
11731,2497,1611,2025-09-16,Loan,2242105.29,PENDING,TXN-365757138,2026-08-14 11:46:26
11732,4145,8608,2024-05-15,Bank Transfer,604990.97,PENDING,TXN-699438189,2026-08-14 11:46:26
11733,18769,4423,2021-07-02,Loan,610096.16,FAILED,TXN-639363351,2026-08-14 11:46:26
11734,2155,2354,2025-05-16,Debit Card,730317.03,COMPLETED,TXN-151119163,2026-08-14 11:46:26
11735,7124,5686,2024-07-03,Bank Transfer,221513.13,PENDING,TXN-798994815,2026-08-14 11:46:26
11736,4204,5665,2022-02-09,UPI,313124.02,PENDING,TXN-524260292,2026-08-14 11:46:26
11737,5550,6009,2022-12-15,Bank Transfer,931013.89,COMPLETED,TXN-186357558,2026-08-14 11:46:26
11738,4634,9498,2022-11-05,Bank Transfer,727783.45,COMPLETED,TXN-191101192,2026-08-14 11:46:26
11739,5712,1433,2021-05-06,Debit Card,1119342.75,COMPLETED,TXN-512720200,2026-08-14 11:46:26
11740,13899,3872,2026-02-07,Loan,1407548.79,FAILED,TXN-864628055,2026-08-14 11:46:26
11741,200,1790,2021-11-11,Debit Card,121709.37,COMPLETED,TXN-541729478,2026-08-14 11:46:26
11742,3378,8323,2025-07-21,UPI,585838.02,COMPLETED,TXN-880213880,2026-08-14 11:46:26
11743,14039,957,2025-07-13,Bank Transfer,1424943.29,COMPLETED,TXN-752439557,2026-08-14 11:46:26
11744,8573,5703,2020-03-27,Debit Card,456016.67,COMPLETED,TXN-973445870,2026-08-14 11:46:26
11745,2394,1985,2022-08-02,Bank Transfer,474044.97,FAILED,TXN-461137740,2026-08-14 11:46:26
11746,17325,250,2022-12-18,Credit Card,208522.57,COMPLETED,TXN-633162595,2026-08-14 11:46:26
11747,8507,7505,2025-10-01,UPI,280116.26,COMPLETED,TXN-378928046,2026-08-14 11:46:26
11748,8540,614,2025-09-15,UPI,775521.22,COMPLETED,TXN-909017103,2026-08-14 11:46:26
11749,3450,3435,2024-01-18,Loan,1473727.11,COMPLETED,TXN-554679469,2026-08-14 11:46:26
11750,17019,1813,2022-08-09,Loan,1160636.73,COMPLETED,TXN-469927628,2026-08-14 11:46:26
11751,8587,9706,2024-03-02,Loan,886231.93,FAILED,TXN-665697884,2026-08-14 11:46:26
11752,18980,4787,2023-04-20,Debit Card,601434.59,PENDING,TXN-670711586,2026-08-14 11:46:26
11753,10296,6913,2020-12-23,Bank Transfer,1948658.61,COMPLETED,TXN-808776458,2026-08-14 11:46:26
11754,6052,5673,2025-11-09,Bank Transfer,378280.3,PENDING,TXN-546760942,2026-08-14 11:46:26
11755,2546,471,2025-10-05,Credit Card,812003.37,COMPLETED,TXN-326236508,2026-08-14 11:46:26
11756,6890,9009,2024-11-09,UPI,1319659.43,PENDING,TXN-959382633,2026-08-14 11:46:26
11757,10485,4323,2024-04-09,UPI,1282911.44,FAILED,TXN-651150762,2026-08-14 11:46:26
11758,12492,8178,2025-05-17,Bank Transfer,424396.85,COMPLETED,TXN-163977873,2026-08-14 11:46:26
11759,9214,9083,2023-08-15,Loan,1063680.42,PENDING,TXN-955317559,2026-08-14 11:46:26
11760,12616,9764,2023-12-23,UPI,698603.75,PENDING,TXN-329869234,2026-08-14 11:46:26
11761,18973,3543,2025-01-30,Loan,223696.4,COMPLETED,TXN-283144232,2026-08-14 11:46:26
11762,2176,8875,2023-02-11,Debit Card,314077.21,COMPLETED,TXN-539053264,2026-08-14 11:46:26
11763,17933,1199,2021-12-06,Bank Transfer,709535.38,COMPLETED,TXN-199110863,2026-08-14 11:46:26
11764,11962,6032,2024-09-20,UPI,80212.92,COMPLETED,TXN-402063041,2026-08-14 11:46:26
11765,8779,7816,2020-05-09,Credit Card,328775.84,COMPLETED,TXN-211834140,2026-08-14 11:46:26
11766,13968,4002,2025-01-26,Credit Card,1538832.54,COMPLETED,TXN-277907668,2026-08-14 11:46:26
11767,9733,3851,2025-05-30,Credit Card,764231.12,FAILED,TXN-781690525,2026-08-14 11:46:26
11768,2490,7267,2024-09-04,Bank Transfer,780644.65,COMPLETED,TXN-482968469,2026-08-14 11:46:26
11769,16960,9059,2025-10-25,Debit Card,375250.89,COMPLETED,TXN-230346331,2026-08-14 11:46:26
11770,2747,8005,2023-01-29,Bank Transfer,701504.65,COMPLETED,TXN-130945206,2026-08-14 11:46:26
11771,3673,9668,2026-01-01,Debit Card,1905390.54,COMPLETED,TXN-829318356,2026-08-14 11:46:26
11772,4720,9043,2021-04-25,Debit Card,1096437.9,COMPLETED,TXN-176400437,2026-08-14 11:46:26
11773,5327,2436,2024-07-17,Bank Transfer,602712.49,FAILED,TXN-143703543,2026-08-14 11:46:26
11774,11487,9231,2025-01-10,Loan,392261.54,COMPLETED,TXN-691038915,2026-08-14 11:46:26
11775,7371,1641,2024-04-08,Credit Card,1136952.77,COMPLETED,TXN-733347789,2026-08-14 11:46:26
11776,2539,5636,2021-03-30,Bank Transfer,233045.85,COMPLETED,TXN-311983309,2026-08-14 11:46:26
11777,1740,8236,2025-05-19,Credit Card,157868.12,PENDING,TXN-233404119,2026-08-14 11:46:26
11778,12545,6252,2023-09-20,Credit Card,705123.01,PENDING,TXN-581115564,2026-08-14 11:46:26
11779,9258,8409,2024-02-09,Credit Card,413543.09,COMPLETED,TXN-866082135,2026-08-14 11:46:26
11780,1457,4571,2023-09-11,UPI,1599605.21,COMPLETED,TXN-545026641,2026-08-14 11:46:26
11781,10652,6725,2023-05-25,Credit Card,1003068.97,COMPLETED,TXN-806806493,2026-08-14 11:46:26
11782,5633,1261,2020-01-02,Credit Card,277030.57,COMPLETED,TXN-799029557,2026-08-14 11:46:26
11783,18759,7238,2024-08-14,UPI,608916.13,COMPLETED,TXN-201218024,2026-08-14 11:46:26
11784,19344,3081,2024-04-08,Loan,774917.44,FAILED,TXN-298612057,2026-08-14 11:46:26
11785,7505,5249,2022-07-25,Loan,1115555.67,FAILED,TXN-491594001,2026-08-14 11:46:26
11786,11407,2128,2025-11-26,Bank Transfer,732117.6,FAILED,TXN-539871089,2026-08-14 11:46:26
11787,7149,8868,2020-04-26,Bank Transfer,538393.53,COMPLETED,TXN-803862782,2026-08-14 11:46:26
11788,15542,5941,2021-07-23,Bank Transfer,233271.43,COMPLETED,TXN-592403839,2026-08-14 11:46:26
11789,9985,2748,2024-03-19,Credit Card,139395.17,FAILED,TXN-511401512,2026-08-14 11:46:26
11790,8432,4193,2023-12-05,Debit Card,614553.01,PENDING,TXN-937499760,2026-08-14 11:46:26
11791,1223,4359,2021-01-17,UPI,1523623.48,COMPLETED,TXN-647229897,2026-08-14 11:46:26
11792,17577,7857,2025-05-13,Debit Card,1565150.19,COMPLETED,TXN-714076007,2026-08-14 11:46:26
11793,19010,4321,2020-06-15,Credit Card,669836.02,COMPLETED,TXN-744986073,2026-08-14 11:46:26
11794,4647,4585,2022-10-18,Debit Card,1283092.68,PENDING,TXN-511330323,2026-08-14 11:46:26
11795,15875,7119,2023-12-01,Loan,554362.06,COMPLETED,TXN-252572041,2026-08-14 11:46:26
11796,17635,7516,2021-04-03,Credit Card,261597.59,COMPLETED,TXN-611820703,2026-08-14 11:46:26
11797,5557,2808,2025-02-03,Debit Card,523733.01,PENDING,TXN-445455652,2026-08-14 11:46:26
11798,17737,529,2026-01-27,Debit Card,664805.59,FAILED,TXN-967728603,2026-08-14 11:46:26
11799,10405,5802,2026-06-22,Credit Card,2025352.38,COMPLETED,TXN-528726812,2026-08-14 11:46:26
11800,13378,2061,2023-03-31,Bank Transfer,631059.83,COMPLETED,TXN-966403119,2026-08-14 11:46:26
11801,6704,5686,2026-07-11,UPI,763646.02,COMPLETED,TXN-809488307,2026-08-14 11:46:26
11802,14103,3616,2021-04-08,Debit Card,1040193.41,FAILED,TXN-797174307,2026-08-14 11:46:26
11803,62,2441,2023-08-25,Debit Card,592406.7,COMPLETED,TXN-469342496,2026-08-14 11:46:26
11804,4372,4300,2022-12-17,Bank Transfer,1133044.87,FAILED,TXN-893578452,2026-08-14 11:46:26
11805,3887,5455,2021-05-10,UPI,1447819.29,COMPLETED,TXN-302312822,2026-08-14 11:46:26
11806,15195,4368,2024-02-24,UPI,995399.76,COMPLETED,TXN-468682265,2026-08-14 11:46:26
11807,8053,5662,2021-03-30,Bank Transfer,271030.55,COMPLETED,TXN-320395073,2026-08-14 11:46:26
11808,15702,5604,2023-01-20,UPI,65205.53,PENDING,TXN-158822519,2026-08-14 11:46:26
11809,3957,7917,2025-03-26,Debit Card,153167.96,FAILED,TXN-312334919,2026-08-14 11:46:26
11810,7285,2252,2023-05-01,UPI,554022.88,FAILED,TXN-491815512,2026-08-14 11:46:26
11811,9667,1479,2023-10-20,Debit Card,1244024.79,PENDING,TXN-952915844,2026-08-14 11:46:26
11812,11350,4626,2024-03-02,Loan,820690.81,COMPLETED,TXN-343745164,2026-08-14 11:46:26
11813,641,6910,2022-01-05,Credit Card,208173.34,FAILED,TXN-251509069,2026-08-14 11:46:26
11814,12014,4472,2021-02-21,Bank Transfer,291746.61,COMPLETED,TXN-684061653,2026-08-14 11:46:26
11815,19852,7947,2025-06-06,Debit Card,299465.34,COMPLETED,TXN-286174224,2026-08-14 11:46:26
11816,3650,4094,2026-05-26,UPI,2319216.96,COMPLETED,TXN-488136202,2026-08-14 11:46:26
11817,11384,3454,2023-05-08,UPI,513489.27,COMPLETED,TXN-599611311,2026-08-14 11:46:26
11818,14756,5751,2022-08-01,UPI,131647.08,FAILED,TXN-853988678,2026-08-14 11:46:26
11819,3914,4389,2025-04-04,Bank Transfer,2006369.51,COMPLETED,TXN-319080993,2026-08-14 11:46:26
11820,14800,6357,2022-05-26,Credit Card,1526733.48,COMPLETED,TXN-640582086,2026-08-14 11:46:26
11821,5305,601,2021-03-23,Credit Card,720283.56,FAILED,TXN-710274949,2026-08-14 11:46:26
11822,2191,5839,2023-07-29,Loan,1337709.58,COMPLETED,TXN-915110332,2026-08-14 11:46:26
11823,19228,7230,2023-10-17,Credit Card,824365.1,COMPLETED,TXN-690352617,2026-08-14 11:46:26
11824,14903,798,2022-12-07,Loan,579215.27,FAILED,TXN-108909716,2026-08-14 11:46:26
11825,6460,1344,2022-05-16,Debit Card,191418.59,FAILED,TXN-676829374,2026-08-14 11:46:26
11826,14511,1071,2025-06-09,Credit Card,920575.84,COMPLETED,TXN-437805514,2026-08-14 11:46:26
11827,10732,1531,2020-12-30,Credit Card,1900958.55,COMPLETED,TXN-809688724,2026-08-14 11:46:26
11828,928,6032,2025-09-16,Loan,298210.24,PENDING,TXN-540142503,2026-08-14 11:46:26
11829,19802,3851,2025-04-16,UPI,1202737.0,PENDING,TXN-475918802,2026-08-14 11:46:26
11830,11238,5934,2025-05-24,Credit Card,509741.94,COMPLETED,TXN-351702734,2026-08-14 11:46:26
11831,13860,3073,2024-01-16,Credit Card,748336.26,COMPLETED,TXN-894041004,2026-08-14 11:46:26
11832,7901,222,2026-06-22,Credit Card,155849.96,COMPLETED,TXN-346036220,2026-08-14 11:46:26
