vehicle_id,manufacturer_id,dealer_id,customer_id,vin,model_name,vehicle_type,fuel_type,transmission,manufacturing_year,color,price,sale_date,vehicle_status,created_at
14566,5,13,,PHPMFHGFEGGWVHPXU,Baleno,Hatchback,Petrol,Automatic,2019,Silver,831320.0,,AVAILABLE,2026-08-14 11:46:21
14567,20,26,1632.0,THRAYQWKXTLMHVEAJ,Nexon EV,SUV,Electric,Automatic,2025,Blue,2618856.0,2023-06-01,SOLD,2026-08-14 11:46:21
14568,12,14,,SJANTSUMYJUZOEFNT,Seltos,SUV,Petrol,Automatic,2025,Blue,3155808.0,,AVAILABLE,2026-08-14 11:46:21
14569,9,5,3832.0,BEGZYMLTIBRKIZBBQ,Punch,SUV,Petrol,Manual,2026,Black,1586693.0,2022-07-19,SOLD,2026-08-14 11:46:21
14570,9,36,,WUCBYURGXUUZYJEUP,Verna,Sedan,Petrol,Automatic,2024,White,2188312.0,,AVAILABLE,2026-08-14 11:46:21
14571,18,20,281.0,OKAPPSQQIGOTMITKZ,Seltos,SUV,Petrol,Automatic,2024,Silver,3551440.0,2021-05-13,SOLD,2026-08-14 11:46:21
14572,9,23,2621.0,XPCRLFHQQIJQKAJGS,Thar,SUV,Diesel,Manual,2023,Red,1800333.0,2024-10-07,SOLD,2026-08-14 11:46:21
14573,1,48,5043.0,TFJGJLITPIBIWZFUN,Thar,SUV,Diesel,Manual,2026,Grey,1786633.0,2024-04-11,SOLD,2026-08-14 11:46:21
14574,5,18,8935.0,RTBUWHYEJCCHXQOJE,Verna,Sedan,Petrol,Automatic,2020,Grey,1123930.0,2022-04-28,SOLD,2026-08-14 11:46:21
14575,4,6,9385.0,PKERLBAUHGLBGSIIE,Thar,SUV,Diesel,Manual,2022,Grey,1516414.0,2022-08-17,SOLD,2026-08-14 11:46:21
14576,5,50,3161.0,RYLFVGKYABEPAUNYB,Civic,Sedan,Petrol,Automatic,2018,Silver,1290036.0,2023-04-29,SOLD,2026-08-14 11:46:21
14577,8,20,,KFNFQVVOCNOPBAOGH,Scorpio,SUV,Diesel,Manual,2025,Black,2012118.0,,AVAILABLE,2026-08-14 11:46:21
14578,14,44,4694.0,PNTHWNSFYCABRGNGN,City,Sedan,Petrol,Automatic,2022,Grey,1191450.0,2024-09-22,SOLD,2026-08-14 11:46:21
14579,11,40,,ZDRAEEJQGGFPYHMSK,Creta,SUV,Petrol,Automatic,2020,Black,676391.0,,AVAILABLE,2026-08-14 11:46:21
14580,20,47,,TCONVKKYGBWEJMOSG,Sonet,SUV,Diesel,Manual,2018,Red,3901778.0,,AVAILABLE,2026-08-14 11:46:21
14581,11,48,4094.0,WCQPLMRGWXTGOJUXR,Harrier,SUV,Diesel,Automatic,2020,Grey,4825393.0,2022-06-30,SOLD,2026-08-14 11:46:21
14582,6,41,,RBIRTXETVRELPSEAX,Venue,SUV,Petrol,Manual,2022,Silver,1565833.0,,AVAILABLE,2026-08-14 11:46:21
14583,6,19,,AFXDUKNTRZEUWKWCK,Virtus,Sedan,Petrol,Automatic,2022,Red,4856667.0,,AVAILABLE,2026-08-14 11:46:21
14584,8,28,5293.0,GFHSYVFKXAEQIKRDD,Creta,SUV,Petrol,Automatic,2024,Grey,1864258.0,2024-08-09,SOLD,2026-08-14 11:46:21
14585,3,12,3985.0,JERYASYJGWUETIZZA,Harrier,SUV,Diesel,Automatic,2019,White,1746644.0,2024-08-13,SOLD,2026-08-14 11:46:21
14586,16,35,,YMCUNYJCPJJNTLARY,Camry,Sedan,Hybrid,Automatic,2022,Silver,2325249.0,,AVAILABLE,2026-08-14 11:46:21
14587,16,48,,FMSMGZQGYEAAZTIOW,City,Sedan,Petrol,Automatic,2023,Grey,4415575.0,,AVAILABLE,2026-08-14 11:46:21
14588,5,46,3668.0,DKZWEKVKOHZJFDFHL,XUV700,SUV,Diesel,Automatic,2025,Blue,2145865.0,2024-04-15,SOLD,2026-08-14 11:46:21
14589,5,44,2034.0,KIXPDTJNZBKZJYUXX,Creta,SUV,Petrol,Automatic,2024,Blue,4295433.0,2022-06-12,SOLD,2026-08-14 11:46:21
14590,18,24,2495.0,DVXTQZJQVLCETJZKV,Sonet,SUV,Diesel,Manual,2021,Silver,3491011.0,2021-11-18,SOLD,2026-08-14 11:46:21
14591,5,13,4852.0,ZFUWJXZLMSZCEFAFR,Fortuner,SUV,Diesel,Automatic,2019,White,731504.0,2024-09-09,SOLD,2026-08-14 11:46:21
14592,8,41,5331.0,JWIBMFKHWJTXDQIKN,XUV700,SUV,Diesel,Automatic,2019,Black,1962468.0,2020-03-24,SOLD,2026-08-14 11:46:21
14593,12,7,5639.0,YJLFTIEHRHZWJDBYH,XUV700,SUV,Diesel,Automatic,2025,Grey,1965342.0,2020-08-01,SOLD,2026-08-14 11:46:21
14594,8,43,8151.0,EGUWGIZWWANWEWZIB,Camry,Sedan,Hybrid,Automatic,2024,Blue,4996084.0,2020-05-02,SOLD,2026-08-14 11:46:21
14595,10,12,993.0,JGBIVMJACYTKXZPAL,Nexon EV,SUV,Electric,Automatic,2020,Blue,4794052.0,2021-07-21,SOLD,2026-08-14 11:46:21
14596,16,6,85.0,AMPVVGBECBRERJGYI,Nexon,SUV,Petrol,Manual,2024,Silver,1268743.0,2022-04-21,SOLD,2026-08-14 11:46:21
14597,8,40,1303.0,MWCLBUFVJDPFIWJJO,Thar,SUV,Diesel,Manual,2024,Grey,1222098.0,2021-12-09,SOLD,2026-08-14 11:46:21
14598,19,5,8684.0,NNWAVPKTFUSDCXCNY,Thar,SUV,Diesel,Manual,2020,White,2151056.0,2024-01-05,SOLD,2026-08-14 11:46:21
14599,17,34,,XYTZRDOPPLNQYUZOT,Seltos,SUV,Petrol,Automatic,2025,Blue,3561812.0,,AVAILABLE,2026-08-14 11:46:21
14600,10,32,79.0,LZIBZZBHTFQVIKAJL,Nexon EV,SUV,Electric,Automatic,2018,Red,510146.0,2023-11-23,SOLD,2026-08-14 11:46:21
14601,18,26,8152.0,KOPLZKHJQKEKPOXXX,Scorpio,SUV,Diesel,Manual,2018,Grey,1636190.0,2023-09-13,SOLD,2026-08-14 11:46:21
14602,19,4,1263.0,LAYEBGQIQMYAHJWWF,Camry,Sedan,Hybrid,Automatic,2025,Grey,3646656.0,2022-09-15,SOLD,2026-08-14 11:46:21
14603,19,41,4974.0,QSJOBWAYNYTDTYTFY,Civic,Sedan,Petrol,Automatic,2021,White,3482464.0,2020-08-26,SOLD,2026-08-14 11:46:21
14604,20,18,7570.0,WZWDFFPFISGTCZHAG,Nexon EV,SUV,Electric,Automatic,2021,Red,3557577.0,2023-01-19,SOLD,2026-08-14 11:46:21
14605,17,48,,GPWMYMYCTKSSUPAKU,XUV700,SUV,Diesel,Automatic,2022,Black,2480961.0,,AVAILABLE,2026-08-14 11:46:21
14606,4,34,,CYTLAJZTWDTLITDVD,Nexon,SUV,Petrol,Manual,2018,Grey,2119846.0,,AVAILABLE,2026-08-14 11:46:21
14607,19,10,6319.0,ALMYJFFPJNZYPCHPI,Swift,Hatchback,Petrol,Manual,2025,Grey,1288838.0,2022-09-09,SOLD,2026-08-14 11:46:21
14608,9,17,7010.0,CSOBPMXVYMPEZTTKU,Creta,SUV,Petrol,Automatic,2021,White,4535670.0,2020-07-06,SOLD,2026-08-14 11:46:21
14609,7,8,,FPIKRCYFLNRROAYHZ,Camry,Sedan,Hybrid,Automatic,2019,White,3540234.0,,AVAILABLE,2026-08-14 11:46:21
14610,17,40,1422.0,ILDSIVOTRBNXAAJXC,Virtus,Sedan,Petrol,Automatic,2026,Black,3047933.0,2025-12-03,SOLD,2026-08-14 11:46:21
14611,7,11,737.0,GJCQSBLLHBNWLQIGC,Civic,Sedan,Petrol,Automatic,2018,White,2091693.0,2025-07-07,SOLD,2026-08-14 11:46:21
14612,14,26,3161.0,BSVVTIQICRQCVFWDH,Baleno,Hatchback,Petrol,Automatic,2024,Grey,3585293.0,2022-06-19,SOLD,2026-08-14 11:46:21
14613,16,10,,HATZZBARZJCIKQOVL,Scorpio,SUV,Diesel,Manual,2021,Blue,4974734.0,,AVAILABLE,2026-08-14 11:46:21
14614,17,36,,ZYNIJGRWPCJYJODAN,Virtus,Sedan,Petrol,Automatic,2018,Blue,2665025.0,,AVAILABLE,2026-08-14 11:46:21
14615,4,8,6623.0,FQNAQNGHRAVYRXAUP,Harrier,SUV,Diesel,Automatic,2022,Silver,1414004.0,2020-03-04,SOLD,2026-08-14 11:46:21
14616,7,1,5733.0,ZSGQOARQQYREENPND,Model 3,Sedan,Electric,Automatic,2019,Grey,2111781.0,2022-12-15,SOLD,2026-08-14 11:46:21
14617,15,21,663.0,FLJCUCCPQGXDKWNPE,Creta,SUV,Petrol,Automatic,2025,Red,4654727.0,2023-10-08,SOLD,2026-08-14 11:46:21
14618,20,36,543.0,VXIAKNAWWWDRTFUVB,Baleno,Hatchback,Petrol,Automatic,2025,Black,744548.0,2020-07-17,SOLD,2026-08-14 11:46:21
14619,12,48,,IGALWCBBKKDIQMJEB,Model 3,Sedan,Electric,Automatic,2022,White,4459034.0,,AVAILABLE,2026-08-14 11:46:21
14620,4,41,,ELLIHHDRYICLZBFRD,Scorpio,SUV,Diesel,Manual,2024,Silver,3719791.0,,AVAILABLE,2026-08-14 11:46:21
14621,19,10,8634.0,KBWRLNDVHGMZWBZGM,City,Sedan,Petrol,Automatic,2024,Black,887009.0,2021-12-07,SOLD,2026-08-14 11:46:21
14622,13,27,1255.0,HVTYLPIENLWKVPKHI,Punch,SUV,Petrol,Manual,2026,Blue,4257240.0,2025-09-07,SOLD,2026-08-14 11:46:21
14623,9,25,,KXVFUDYVGCVYKMZMG,Baleno,Hatchback,Petrol,Automatic,2022,Black,671855.0,,AVAILABLE,2026-08-14 11:46:21
14624,14,46,2229.0,JNUSSBUEXQRLFSJWH,City,Sedan,Petrol,Automatic,2019,Red,3823159.0,2020-08-21,SOLD,2026-08-14 11:46:21
14625,11,26,8581.0,DYIHQVPNUSLLIWUZO,Virtus,Sedan,Petrol,Automatic,2024,Red,2174292.0,2024-09-14,SOLD,2026-08-14 11:46:21
14626,2,30,3105.0,LLRCKFCHEEGJGWKUF,XUV700,SUV,Diesel,Automatic,2022,Grey,3026366.0,2022-02-11,SOLD,2026-08-14 11:46:21
14627,11,13,7740.0,REPGIYYXQSBLQJQDA,Civic,Sedan,Petrol,Automatic,2023,Red,3261916.0,2025-04-14,SOLD,2026-08-14 11:46:21
14628,5,12,,DQHPZPIKEYSEVNGRO,Model 3,Sedan,Electric,Automatic,2023,Grey,4492354.0,,AVAILABLE,2026-08-14 11:46:21
14629,6,29,5162.0,NGJYPCWCZQXHKZIAK,Civic,Sedan,Petrol,Automatic,2025,White,4828353.0,2025-11-21,SOLD,2026-08-14 11:46:21
14630,14,19,3808.0,BIYKTVOMDGWQSVMSH,Verna,Sedan,Petrol,Automatic,2020,Grey,950578.0,2021-11-05,SOLD,2026-08-14 11:46:21
14631,8,32,8598.0,VMABCMDVEGJJJGJGN,Swift,Hatchback,Petrol,Manual,2025,Red,3792528.0,2025-01-08,SOLD,2026-08-14 11:46:21
14632,1,8,1201.0,JCGMAEINAVAAXNNAZ,City,Sedan,Petrol,Automatic,2019,Blue,1787812.0,2026-02-05,SOLD,2026-08-14 11:46:21
14633,17,14,2108.0,XIWFSPCFKPEFYFDRR,Model 3,Sedan,Electric,Automatic,2023,Grey,4137867.0,2020-12-19,SOLD,2026-08-14 11:46:21
14634,16,27,8358.0,OGNNSNFJITQQRWSNO,Seltos,SUV,Petrol,Automatic,2021,Red,2262165.0,2026-04-08,SOLD,2026-08-14 11:46:21
14635,12,29,1779.0,PXLIWVDQIZBBPFZBT,Fortuner,SUV,Diesel,Automatic,2019,Grey,1943672.0,2025-11-22,SOLD,2026-08-14 11:46:21
14636,1,43,8133.0,PSGNNSZMCBMLHBXXL,Swift,Hatchback,Petrol,Manual,2023,Black,1075123.0,2025-09-07,SOLD,2026-08-14 11:46:21
14637,17,47,5174.0,UDZEMQEYLARRLRRUD,Scorpio,SUV,Diesel,Manual,2024,White,2652998.0,2022-07-09,SOLD,2026-08-14 11:46:21
14638,14,38,,PCNXSDFJLCVFWHZRA,Swift,Hatchback,Petrol,Manual,2022,White,3338960.0,,AVAILABLE,2026-08-14 11:46:21
14639,6,22,5023.0,MZZIOFBUIKKSYSXIL,XUV700,SUV,Diesel,Automatic,2022,Red,4374318.0,2023-12-29,SOLD,2026-08-14 11:46:21
14640,10,41,6326.0,UTLTIHAGIANEVSORC,Seltos,SUV,Petrol,Automatic,2019,Red,3822192.0,2022-09-05,SOLD,2026-08-14 11:46:21
14641,5,38,1195.0,RNUHGONJXPJZFLVGV,Fortuner,SUV,Diesel,Automatic,2023,Grey,2660467.0,2024-12-10,SOLD,2026-08-14 11:46:21
14642,9,39,4968.0,OGBCCNRJNZSKWBOTS,Thar,SUV,Diesel,Manual,2025,Red,3090378.0,2023-03-21,SOLD,2026-08-14 11:46:21
14643,5,17,,CTLWRNRUKBNALQKCQ,Creta,SUV,Petrol,Automatic,2022,Blue,2785717.0,,AVAILABLE,2026-08-14 11:46:21
14644,10,18,,ZLPSOKSKEDCOXLFJI,XUV700,SUV,Diesel,Automatic,2020,Blue,711270.0,,AVAILABLE,2026-08-14 11:46:21
14645,16,37,6787.0,WFJUHJNSVILXCHUTV,Seltos,SUV,Petrol,Automatic,2024,Blue,2551594.0,2025-05-09,SOLD,2026-08-14 11:46:21
14646,18,10,,WVVVJOJWVVZNCFCKF,Model 3,Sedan,Electric,Automatic,2025,White,4789930.0,,AVAILABLE,2026-08-14 11:46:21
14647,8,19,,JJJSEFZLNXDKZPAHU,Nexon EV,SUV,Electric,Automatic,2023,Blue,2088110.0,,AVAILABLE,2026-08-14 11:46:21
14648,16,44,,REIMXXUXYCBEAMACY,Sonet,SUV,Diesel,Manual,2022,Black,4815351.0,,AVAILABLE,2026-08-14 11:46:21
14649,16,24,8433.0,DYLQFGBUFWWWTZICX,Baleno,Hatchback,Petrol,Automatic,2020,White,3659549.0,2022-12-09,SOLD,2026-08-14 11:46:21
14650,6,39,,SQSZGBOBRGNMBHAGK,Model 3,Sedan,Electric,Automatic,2022,Red,2527963.0,,AVAILABLE,2026-08-14 11:46:21
14651,19,25,8875.0,RWBVNUWLHFIKEMNQT,Verna,Sedan,Petrol,Automatic,2021,Blue,1234314.0,2024-03-06,SOLD,2026-08-14 11:46:21
14652,8,3,2837.0,ZJJVYZPHMSFZTCVPW,Scorpio,SUV,Diesel,Manual,2018,Black,3707422.0,2026-03-09,SOLD,2026-08-14 11:46:21
14653,15,32,,MICMEFYLHNHMQVUMR,Thar,SUV,Diesel,Manual,2024,Grey,3017965.0,,AVAILABLE,2026-08-14 11:46:21
14654,7,39,9910.0,HRSRUYFKZRDFFSMQK,Virtus,Sedan,Petrol,Automatic,2019,Blue,4052076.0,2021-05-24,SOLD,2026-08-14 11:46:21
14655,2,23,,KZBTNXQWPQZKRKGGO,Seltos,SUV,Petrol,Automatic,2021,Red,2106477.0,,AVAILABLE,2026-08-14 11:46:21
14656,19,32,,CSZXDHVEPPCOUXDVY,Venue,SUV,Petrol,Manual,2018,Silver,1257724.0,,AVAILABLE,2026-08-14 11:46:21
14657,8,7,9959.0,BCCRYXQVGLOTKWHYB,Seltos,SUV,Petrol,Automatic,2018,Grey,1706335.0,2020-09-13,SOLD,2026-08-14 11:46:21
14658,1,49,,NAVQYXULULIQOXAOH,Virtus,Sedan,Petrol,Automatic,2026,Black,4995040.0,,AVAILABLE,2026-08-14 11:46:21
14659,16,47,9313.0,NRKTWILSVTTCGGHCT,Baleno,Hatchback,Petrol,Automatic,2020,Grey,742879.0,2025-03-05,SOLD,2026-08-14 11:46:21
14660,13,13,7860.0,UIJPYWYWUGGBUHWXF,Baleno,Hatchback,Petrol,Automatic,2025,Silver,4361041.0,2020-10-30,SOLD,2026-08-14 11:46:21
14661,2,7,6966.0,AWDKEKNDOTFVEQAZP,Thar,SUV,Diesel,Manual,2025,Black,4639925.0,2022-05-08,SOLD,2026-08-14 11:46:21
14662,9,35,7202.0,DLWIHTYYNRNWLTNQH,Camry,Sedan,Hybrid,Automatic,2021,Red,4052628.0,2022-06-25,SOLD,2026-08-14 11:46:21
14663,4,41,,CFUIYNVRIHQFFTXRR,Venue,SUV,Petrol,Manual,2023,Black,1925597.0,,AVAILABLE,2026-08-14 11:46:21
14664,9,41,2672.0,FTDPDAHXGPFHQYZJX,Nexon,SUV,Petrol,Manual,2024,Blue,1248857.0,2022-11-29,SOLD,2026-08-14 11:46:21
14665,20,21,3787.0,RTLHLSZRRZOVCTTJO,Harrier,SUV,Diesel,Automatic,2021,Grey,2424061.0,2023-11-14,SOLD,2026-08-14 11:46:21
14666,18,20,1830.0,XRVCAXURKQQGKZSRL,Verna,Sedan,Petrol,Automatic,2019,Red,2618212.0,2022-09-29,SOLD,2026-08-14 11:46:21
14667,16,18,,ORBUUMNTEKFVTZVRJ,Harrier,SUV,Diesel,Automatic,2020,Grey,2813174.0,,AVAILABLE,2026-08-14 11:46:21
14668,17,30,8863.0,BJBKQORTBVRNZRYMJ,Civic,Sedan,Petrol,Automatic,2026,Red,2876899.0,2021-12-12,SOLD,2026-08-14 11:46:21
14669,15,21,457.0,RBHIELSRBSBLLETEF,Thar,SUV,Diesel,Manual,2025,White,589386.0,2020-07-27,SOLD,2026-08-14 11:46:21
14670,20,30,,ZEPJPNJLXHGRDZWMH,Sonet,SUV,Diesel,Manual,2025,White,2972202.0,,AVAILABLE,2026-08-14 11:46:21
14671,18,41,7908.0,YULBPCZADQJXFFYXI,Baleno,Hatchback,Petrol,Automatic,2022,Blue,2093508.0,2024-12-18,SOLD,2026-08-14 11:46:21
14672,2,9,,PELOWPGCFYQZFDTAM,Swift,Hatchback,Petrol,Manual,2020,Red,4033250.0,,AVAILABLE,2026-08-14 11:46:21
14673,7,30,5945.0,ZSKZJLVTDOKLIRTUA,Nexon EV,SUV,Electric,Automatic,2023,Grey,675271.0,2023-03-16,SOLD,2026-08-14 11:46:21
14674,9,20,3352.0,TGRFJGCCXIGFCOGYM,Venue,SUV,Petrol,Manual,2019,Black,2110815.0,2025-01-27,SOLD,2026-08-14 11:46:21
14675,7,41,,OMJWKTNVFPQYYJOWV,XUV700,SUV,Diesel,Automatic,2022,White,4846078.0,,AVAILABLE,2026-08-14 11:46:21
14676,6,40,7942.0,OGTQEQTUVPNJZMGDR,Sonet,SUV,Diesel,Manual,2021,Silver,3630667.0,2024-08-14,SOLD,2026-08-14 11:46:21
14677,10,32,5056.0,PBBVGZWSXRNUTIEBE,Venue,SUV,Petrol,Manual,2026,Black,760568.0,2025-02-22,SOLD,2026-08-14 11:46:21
14678,3,44,2078.0,FVQRWHNIVDPIDSKMW,Civic,Sedan,Petrol,Automatic,2019,Silver,4559345.0,2022-01-02,SOLD,2026-08-14 11:46:21
14679,17,5,3037.0,KWVSMWYBEOMHAQPND,Punch,SUV,Petrol,Manual,2019,White,4570759.0,2025-05-09,SOLD,2026-08-14 11:46:21
14680,16,4,7437.0,LEMSSODQLFAJVCWKK,Virtus,Sedan,Petrol,Automatic,2024,Black,2908729.0,2021-02-21,SOLD,2026-08-14 11:46:21
14681,17,7,1294.0,HWGQFJENHCBHLBVFQ,Punch,SUV,Petrol,Manual,2024,Grey,4262425.0,2026-03-09,SOLD,2026-08-14 11:46:21
14682,4,40,,FNWWPDPLNWXVSNIHM,XUV700,SUV,Diesel,Automatic,2018,White,3232127.0,,AVAILABLE,2026-08-14 11:46:21
14683,2,11,3372.0,FRUOJVHMXLWFAVBDM,Camry,Sedan,Hybrid,Automatic,2024,Grey,3291227.0,2021-05-08,SOLD,2026-08-14 11:46:21
14684,12,50,8360.0,LVWYOLPXACUDGOWJT,Nexon EV,SUV,Electric,Automatic,2025,Blue,977404.0,2025-05-28,SOLD,2026-08-14 11:46:21
14685,16,32,5236.0,EUEGOVDMIYRHVDXML,Verna,Sedan,Petrol,Automatic,2018,White,3359223.0,2023-05-01,SOLD,2026-08-14 11:46:21
14686,15,3,5380.0,NWLVMBHJYFTNELOWX,City,Sedan,Petrol,Automatic,2022,Grey,2255846.0,2026-06-21,SOLD,2026-08-14 11:46:21
14687,20,20,2479.0,HPSBBIDMVDONPXOPU,Fortuner,SUV,Diesel,Automatic,2024,Silver,4225214.0,2025-01-01,SOLD,2026-08-14 11:46:21
14688,9,23,3602.0,ZRNRSGXBGABFYUWFZ,Harrier,SUV,Diesel,Automatic,2021,Red,4325862.0,2020-05-14,SOLD,2026-08-14 11:46:21
14689,12,7,9368.0,VMFPBOUCDZHDEAZWO,Scorpio,SUV,Diesel,Manual,2023,Grey,4861338.0,2022-11-22,SOLD,2026-08-14 11:46:21
14690,10,19,2414.0,LYPPZVPDMVACGWZCS,Camry,Sedan,Hybrid,Automatic,2024,Grey,3477614.0,2024-01-31,SOLD,2026-08-14 11:46:21
14691,7,23,8776.0,ZDLBGDBBBLEXBXFJB,Camry,Sedan,Hybrid,Automatic,2021,White,2875551.0,2021-09-28,SOLD,2026-08-14 11:46:21
14692,12,12,6461.0,BQMTLYLVXAUJSVVTR,Nexon,SUV,Petrol,Manual,2021,Red,2543055.0,2025-04-13,SOLD,2026-08-14 11:46:21
14693,8,13,2339.0,LUIRUROUTNRPBFKUD,Seltos,SUV,Petrol,Automatic,2019,Silver,1415280.0,2020-12-11,SOLD,2026-08-14 11:46:21
14694,12,27,,DWJLZLDUWLWEYBNMA,Model 3,Sedan,Electric,Automatic,2021,Silver,3383164.0,,AVAILABLE,2026-08-14 11:46:21
14695,9,17,3963.0,SFXNGOGZPYAQOXBMC,Venue,SUV,Petrol,Manual,2021,White,4655263.0,2022-03-27,SOLD,2026-08-14 11:46:21
14696,11,10,,TFFSHTOWXPTQOVEVV,Scorpio,SUV,Diesel,Manual,2021,Silver,1748805.0,,AVAILABLE,2026-08-14 11:46:21
14697,18,5,5183.0,WJHILDDQPYJQYMOSE,Creta,SUV,Petrol,Automatic,2024,Grey,2009134.0,2024-08-10,SOLD,2026-08-14 11:46:21
14698,7,10,,SLCUOKUPRXPTQNSYY,Sonet,SUV,Diesel,Manual,2025,White,924695.0,,AVAILABLE,2026-08-14 11:46:21
14699,13,30,,PQTOZZCSDSKBONOBM,Scorpio,SUV,Diesel,Manual,2018,Red,962354.0,,AVAILABLE,2026-08-14 11:46:21
14700,18,7,1921.0,KGCYFAAVTCANSLTUT,Fortuner,SUV,Diesel,Automatic,2022,Blue,732627.0,2020-11-23,SOLD,2026-08-14 11:46:21
14701,7,31,9448.0,PGLYFPBIKSBMRARMB,Nexon,SUV,Petrol,Manual,2019,Black,1831965.0,2023-07-05,SOLD,2026-08-14 11:46:21
14702,6,42,9940.0,VYLBLFHDTVNNUIPHW,Harrier,SUV,Diesel,Automatic,2022,Red,1176246.0,2022-02-01,SOLD,2026-08-14 11:46:21
14703,11,24,,MCFEZRGNGGZDOPUVS,Seltos,SUV,Petrol,Automatic,2020,Blue,3970982.0,,AVAILABLE,2026-08-14 11:46:21
14704,20,18,,MOAUXNWVAEGYSHSFQ,City,Sedan,Petrol,Automatic,2021,Black,1046223.0,,AVAILABLE,2026-08-14 11:46:21
14705,18,9,9767.0,QFNBFGBCNSCYSUWTY,Thar,SUV,Diesel,Manual,2018,Blue,2783433.0,2021-06-18,SOLD,2026-08-14 11:46:21
14706,17,22,4160.0,QCJQCUVWZLPZPNDBT,Harrier,SUV,Diesel,Automatic,2024,Silver,1254412.0,2022-09-04,SOLD,2026-08-14 11:46:21
14707,19,5,4771.0,SUAWDOSRQCMFPLKRC,Creta,SUV,Petrol,Automatic,2022,Blue,611244.0,2023-02-13,SOLD,2026-08-14 11:46:21
14708,13,13,,YDXVMXOIXDROIVXTO,Venue,SUV,Petrol,Manual,2024,Blue,4719151.0,,AVAILABLE,2026-08-14 11:46:21
14709,18,27,4088.0,QGVSXIXIEONEFHWES,Camry,Sedan,Hybrid,Automatic,2023,Black,2773253.0,2023-04-09,SOLD,2026-08-14 11:46:21
14710,18,4,7248.0,ICMSZYZATCDPWFOKW,Sonet,SUV,Diesel,Manual,2020,Silver,1287376.0,2022-11-26,SOLD,2026-08-14 11:46:21
14711,15,26,3347.0,QSMUMMLTSVDPXODBU,Seltos,SUV,Petrol,Automatic,2018,Grey,3603788.0,2021-02-09,SOLD,2026-08-14 11:46:21
14712,16,25,4213.0,UFNHABSGHCIIZQHRY,XUV700,SUV,Diesel,Automatic,2024,Red,2588974.0,2024-03-18,SOLD,2026-08-14 11:46:21
14713,16,10,2240.0,IXMBCCHGKNYQHIDUL,City,Sedan,Petrol,Automatic,2022,Blue,3956276.0,2021-12-19,SOLD,2026-08-14 11:46:21
14714,17,25,,ZIPIODPKXGYPKJHMH,Seltos,SUV,Petrol,Automatic,2023,Grey,4730608.0,,AVAILABLE,2026-08-14 11:46:21
14715,1,25,,YADFADFVAHQNIECCQ,City,Sedan,Petrol,Automatic,2018,White,819121.0,,AVAILABLE,2026-08-14 11:46:21
14716,3,39,,QVHLLCXYBNDUWBJNC,Harrier,SUV,Diesel,Automatic,2025,Silver,2154006.0,,AVAILABLE,2026-08-14 11:46:21
14717,7,38,,QIKXEGZZWYVJKXCAZ,Virtus,Sedan,Petrol,Automatic,2026,Black,2644817.0,,AVAILABLE,2026-08-14 11:46:21
14718,1,12,,AGLHQDSHSJTSCDRAO,Harrier,SUV,Diesel,Automatic,2026,Red,4269594.0,,AVAILABLE,2026-08-14 11:46:21
14719,1,19,6135.0,DOKEBBLWSJKYZFISE,Venue,SUV,Petrol,Manual,2024,Black,4065007.0,2024-03-15,SOLD,2026-08-14 11:46:21
14720,8,46,4460.0,IHUVSPOGPFWZAOIKG,Thar,SUV,Diesel,Manual,2021,White,1500184.0,2024-11-04,SOLD,2026-08-14 11:46:21
14721,7,6,2162.0,KWGGXHQNOEWOGQDNR,Baleno,Hatchback,Petrol,Automatic,2019,Silver,3955140.0,2023-10-25,SOLD,2026-08-14 11:46:21
14722,5,49,,YUHVRLIYGUZVJJGYC,Model 3,Sedan,Electric,Automatic,2019,White,2445897.0,,AVAILABLE,2026-08-14 11:46:21
14723,11,39,,NMATMJOEWEJGDFZQI,Scorpio,SUV,Diesel,Manual,2019,Silver,809085.0,,AVAILABLE,2026-08-14 11:46:21
14724,19,34,7408.0,FFBERVYWZSJGMXMBZ,Nexon EV,SUV,Electric,Automatic,2023,Grey,4902815.0,2022-02-04,SOLD,2026-08-14 11:46:21
14725,10,49,9919.0,OLZAAPZKZHGKWJBTD,City,Sedan,Petrol,Automatic,2018,Blue,1099693.0,2023-06-26,SOLD,2026-08-14 11:46:21
14726,16,32,7755.0,QDFNXCUVGJCLUNUFI,XUV700,SUV,Diesel,Automatic,2018,Grey,2440540.0,2020-12-03,SOLD,2026-08-14 11:46:21
14727,13,42,9291.0,RIYJYRVDQGKPAENTS,Fortuner,SUV,Diesel,Automatic,2020,Red,1497287.0,2026-03-26,SOLD,2026-08-14 11:46:21
14728,16,23,8872.0,YWAMNKWTCVDYCXKOO,Model 3,Sedan,Electric,Automatic,2025,Grey,1817936.0,2021-09-19,SOLD,2026-08-14 11:46:21
14729,3,28,7376.0,UHJCLRYYQNCPZERQS,Nexon EV,SUV,Electric,Automatic,2023,Grey,4161440.0,2024-05-06,SOLD,2026-08-14 11:46:21
14730,10,33,9983.0,EKSMHCTZVCAKAEMZF,Fortuner,SUV,Diesel,Automatic,2026,White,1056921.0,2025-10-31,SOLD,2026-08-14 11:46:21
14731,11,45,2897.0,CFNOEHJTAYPWABGTQ,Sonet,SUV,Diesel,Manual,2022,Black,1701054.0,2024-04-16,SOLD,2026-08-14 11:46:21
